"RegionName","State","Metro","CountyName","SizeRank","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32254243979471,1.24030432849632,1.27737226277372,1.37874748593165,1.38488170802077,1.48571428571429,1.52191807633161,1.45945945945946,1.46475434848947,1.45662829640473,1.44376899696049,1.36976958020701,1.39244558258643,1.3966183087619,1.44476557482338,1.40952380952381,1.39470013947001,1.46731054977712,1.50512913897235,1.52735304111451,1.56555772994129,1.54141495464425,1.5035140562249,1.5222623345367,1.58642023283495,1.50375939849624,1.47873955960516,1.43194070080863,1.48437727816172,1.42979700964492,1.5,1.59090909090909,1.58533153765603,1.63356639032074,1.56761268781302,1.54076290201945
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",2,,,,,,,,,,,,,,,,,,0.582682175622172,0.557632289731423,0.592155670308931,0.581329818722178,0.648841125429754,0.631199278629396,0.632183908045977,0.632183908045977,0.620567375886525,0.612341026848799,0.636801751159461,0.589206045201255,0.586192831702058,0.595238095238095,0.589970501474926,0.602341955457905,0.673224042636929,0.71414429798215,0.658961272891024,0.656565656565657,0.641472230297109,0.636156475503228,0.700135487814914,0.694574807584006,0.599812558575445,0.66267217630854,0.648519015480744,0.678260869565217,0.754716981132076,0.755255702524385,0.784710743801653,0.831474410678046,0.768245838668374,0.69620253164557,0.691005291005291,0.669897217516456,0.729741341039913,0.720757825370675,0.716985519291944,0.768106099762321,0.796003985454326,0.873362445414847,0.841587504530479,0.813677814694406,0.754199520054851,0.764627659574468,0.796093897767308,0.835511285848952,0.831499144044999,0.852217702885919,0.864779874213837,0.868007715624139,0.803255411081297,0.834850990905997,0.825531447311015,0.850245539995177,0.817178783479421,0.859899230787216,0.736533631035445,0.838474025974026,0.783289817232376,0.768269230769231,0.766871165644172,0.85672082717873,0.863152484826177,0.855955001222793,0.844327176781003,0.824908088235294,0.853311661926046,0.811320754716981,0.818868092643002,0.770218228498074,0.761961294519434,0.803600128576021,0.781686208821887,0.797864393744528,0.795273801408771,0.836012861736334,0.808457711442786,0.864779874213837,0.815048782412361,0.811482820976492,0.840369393139842,0.840369393139842,0.809659090909091,0.818536145403007,0.840901446350488,0.859694426511728,0.874314498781709,0.902889245585875,0.859694426511728,0.878333797139959,0.896057347670251,0.891667243587525,0.890477344317906
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,,,,,,,,,,,,,,,,,,0.923076923076923,0.947589792060491,1.0625,0.944287905268039,1.00308641975309,1,0.986742424242424,1.0735754985755,1,0.957308248914617,0.933333333333333,0.9,0.928205128205128,0.903125,0.90625,0.911764705882353,1.03152709359606,1,0.983247422680412,0.9,0.908333333333333,0.944444444444444,0.917431192660551,0.9375,0.881944444444444,0.888888888888889,0.872323552735924,0.9375,1.04364471669219,1.1077048691221,1.04265569167943,1.09420454545455,1.05555555555556,1.03550295857988,0.99375,1.03958333333333,1.04761904761905,1.03229166666667,1.04761904761905,1.08333333333333,1.08455636645548,1.08333333333333,1.0952380952381,1.09224251426257,1.08333333333333,1.03333333333333,1.03846153846154,1.03846153846154,1.10344827586207,1.08020833333333,1.05714285714286,1.05555555555556,1.19356344772546,1.13892857142857,1.22222222222222,1.03846153846154,0.99154334038055,1.04761904761905,0.928074245939675,0.970769230769231,1.03550295857988,1.05555555555556,1.08333333333333,1.0952380952381,1.10085227272727,1.15,1.18106060606061,1.16781609195402,1.09375,1.06436546104509,1.04166666666667,1.04880952380952,1.05555555555556,1.0952380952381,1.09761904761905,1.23809523809524,1.28174603174603,1.39285714285714,1.30107566492301,1.17840909090909,1.13636363636364,1.1975,1.13484848484848,1.19825,1.30434782608696,1.30909090909091,1.23191489361702,1.38196286472149,1.47222222222222,1.38269230769231,1.55050505050505,1.5,1.33259259259259,1.2123745819398,1.19380154296355
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,,,,,,,,,,0.630008231968199,0.628708296387505,0.611708023455378,0.611708023455378,0.617474529175671,0.66264719818954,0.589171974522293,0.540569337575151,0.552579795666004,0.590868189592812,0.6428219801524,0.641422862020798,0.634379394017788,0.60894014098855,0.59984520123839,0.593388429752066,0.576166920345003,0.580764770645514,0.640797680271365,0.576166920345003,0.573630136986301,0.588235294117647,0.6,0.603280194818275,0.653223516046578,0.65464876230266,0.655091917128684,0.623459998459998,0.616397210014918,0.603424080830761,0.607734806629834,0.607734806629834,0.603424080830761,0.594325153374233,0.592521226476146,0.590634240340211,0.614906364353878,0.622607937301279,0.651176877812392,0.643245078071962,0.614478551736677,0.597403976807817,0.594325153374233,0.612896425170883,0.612896425170883,0.623162135716457,0.645588235294118,0.646175340551869,0.644930132568972,0.642123287671233,0.607734806629834,0.611244452495245,0.6004828002414,0.599279062781616,0.594325153374233,0.608215229401874,0.637987604812249,0.615551949560206,0.651769087523277,0.630304786889805,0.603424080830761,0.675912921348315,0.644653761475512,0.625601539942252,0.665941832019571,0.60195344053608,0.657451112609575,0.629889928507567,0.666087460179554,0.669153536882084,0.666423428009167,0.663639538945162,0.665507108488065,0.675,0.689559584189991,0.696067581587982,0.654705185955186,0.653228816722658,0.678401173450678,0.656691852244609,0.663919413919414,0.69856793573175,0.677571892838581,0.66627358490566,0.680337590071031,0.680391653722858,0.657854803698555,0.659159571546278,0.678401173450678,0.63230299090179,0.643136217185467,0.666666666666667,0.65906661916637,0.666666666666667,0.664288874142889,0.699513381995134,0.695376203980848,0.698720068035698,0.708955223880597,0.688008483801912,0.658419792498005,0.677862196045307,0.68924773532887
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",5,0.634805410563442,0.655669818415404,0.707371556217424,0.678066037735849,0.664130548126702,0.634280957996017,0.622633103141011,0.643217161895231,0.657731386156042,0.639318060735216,0.647668393782383,0.651611486703773,0.666969972702457,0.653261333062495,0.646691097219228,0.62829794543505,0.640310544512491,0.641009394317936,0.627211321968479,0.632434308776376,0.625,0.614262560777958,0.621414913957935,0.619024856596558,0.617210691188063,0.625588047550968,0.609329770388902,0.606060606060606,0.618023976849938,0.614113443501563,0.605095541401274,0.61139971317465,0.620107505929867,0.619220607661823,0.613225682429835,0.613999181334425,0.621380846325167,0.620389000670691,0.617529880478088,0.615427054036795,0.618516569661305,0.626405396723418,0.621875,0.621875,0.627500930180535,0.633355685722945,0.630349805455246,0.636537495340432,0.62585952848723,0.640665400922687,0.625323350504212,0.615006150061501,0.613340188281174,0.618631439117445,0.615581470676854,0.6367705274474,0.638194247795104,0.622085485961959,0.636978579481398,0.643208475217556,0.649980055742681,0.649280388514321,0.638036809815951,0.637254901960784,0.648202710665881,0.650557620817844,0.657977386934673,0.669045495093666,0.66661708353915,0.683060109289617,0.690715482172769,0.662089259440902,0.684934129901961,0.659484414456298,0.664280256740567,0.659133709981168,0.649828735799462,0.670241286863271,0.658179689786362,0.686641697877653,0.698488757832658,0.713434022257552,0.707825403067243,0.70764449116674,0.703888649417093,0.706436420722135,0.707748380153685,0.719745222929936,0.719267654751526,0.717662632375189,0.715866208533515,0.721333696085195,0.724956203217073,0.725580683817343,0.738493916215669,0.731596841491738,0.755420815557152,0.752258232253691,0.744511058993659,0.762268033342716,0.766413152491808,0.769809666264318,0.75412308681354,0.76818324662174,0.792441328863151,0.805155066901774,0.795505877271727,0.782290279627164,0.786455724004778,0.782546635332198,0.791336748952026,0.787818434460398
"San Diego","CA","San Diego-Carlsbad","San Diego County",6,,,,,,1.23332695315223,1.3471470732907,1.3785046728972,1.4622398073284,1.42510133917188,1.4625992478061,1.39623620275866,1.3582966226138,1.37098985467508,1.31500987491771,1.34725496800269,1.28317293671624,1.2883834808223,1.28928823433627,1.28963762659996,1.2718023255814,1.25950932986164,1.29385244634376,1.26921038685745,1.19567352099911,1.21336568975173,1.19521912350598,1.15633672525439,1.24480369515012,1.26526129077671,1.26374036744094,1.29645635263613,1.29889730414455,1.26962169259446,1.33598635588403,1.36804410109686,1.35577233150597,1.34462522239417,1.29189669266143,1.2784023562372,1.33262260127932,1.36561199994036,1.31361128142244,1.31361128142244,1.31294443074681,1.44782015370251,1.36077960596003,1.42767220190636,1.42838216367628,1.41825683341929,1.42567841231268,1.33388949878312,1.41757879139463,1.47590598650355,1.45572179539021,1.43220878421388,1.49843062287521,1.42857142857143,1.46608873023967,1.36885444343797,1.46949203950176,1.38180272108844,1.37512829321255,1.43391521197007,1.36801619813296,1.41358275700732,1.41185770387339,1.37992253066495,1.38528678304239,1.41620879120879,1.47883732789393,1.42261466764778,1.42128279883382,1.42857142857143,1.27979382191438,1.43357757247531,1.61849100174422,1.64171493609137,1.75381624452358,1.62975344755537,1.56780768225764,1.62327241864767,1.69875424688562,1.61285588494276,1.5812812276945,1.54823989569752,1.5018404154405,1.5018404154405,1.52983171851096,1.75239424947198,1.79611650485437,1.69863303407938,1.75011413787856,1.67373354162017,1.73621687480963,1.70704845814978,1.70489770613763,1.66526654816529,1.56634658922042,1.53046856939279,1.63261844520414,1.7593488641732,1.95350326685488,1.86548473020351,1.89614935822637,1.87411598302687,1.82351142215155,1.76809210526316,1.70360149672591,1.77684870655866,1.75029067665681,1.79953271028037
"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51144059687437,1.72143974960876,1.68701894522374,1.69718317461454,1.73074584210578,1.79070231444533,1.85097294731846,1.70794192997438,1.72153874822492,1.84831102613129,1.84034736334207,1.76524530032095,1.87524752475248,1.74081237911025,1.75850070074766,1.80900294488851,1.78834808259587,1.94763729246488,1.81819356186422,1.78101243353056,1.76446460693036,1.83487285821747,1.7294831259224,1.63734823151869,1.85293823870193,1.84797404241849,1.87263823891613,1.88238527067876,1.76733780760626,1.85685347738015,1.89818809318378,1.8788955540552,1.87595086092904,1.92151079379547,1.79712460063898
"Jacksonville","FL","Jacksonville","Duval County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664780256011388,0.705624345502474,0.677323498762537,0.682805710738672,0.710547826915735,0.713851761846902,0.733645001439634,0.708868144690782,0.69286862876301,0.713806327900288,0.696864111498258,0.69101678183613,0.687810470003821,0.648547781766084,0.621255824273353,0.672823218997362,0.644208409418116,0.679332440871263,0.679632900779493,0.63837776943297,0.653270543882118,0.654945785589871,0.669394912695366,0.668674698795181,0.670675300647549,0.698435277382646,0.705722786328419,0.704225352112676,0.680727023319616,0.681474003028773,0.70594499345679,0.706851473097244,0.707243891984569,0.70360970107163,0.659683939728041
"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646123260437376,0.683489304812834,0.695171849427169,0.738620048306689,0.696520203518879,0.691602540772565,0.713842333954066,0.700382897255903,0.70466906056825,0.693430656934307,0.681716931716932,0.677553438229428,0.649964942704068,0.654298457621203,0.645367819174224,0.677830940988836,0.683219178082192,0.723620406410723,0.735749690210657,0.713842333954066,0.686206094440568,0.677009873060649,0.709467317980926,0.704568281531039,0.721739130434783,0.72003388394748,0.735294117647059,0.742571428571429,0.725366876310273,0.743199812796763,0.762720538542067,0.739810161920715,0.73458904109589,0.739247311827957,0.718451967683991
"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925124792013311,0.838349097162511,0.846354166666667,0.752833243389099,0.701523644261082,0.779079861111111,0.695249130938586,0.637311703360371,0.658830608963292,0.693663292088489,0.745156482861401,0.743851529839338,0.825715128280743,0.738636363636364,0.738636363636364,0.730519480519481,0.77807602681224,0.832783271833774,0.828625431758151,0.718597298074159
