RegionID,RegionName,State,SizeRank,January,February,March,April,May,June,July,August,September,October,November,filename
46298,Long Beach,CA,39,331678.0,332009.0,332211.0,333092.0,333968.3333,335913.6667,336132.0,337113.3333,338481.3333,340667.0,342447.6667,datasets/LBhvi_1bedroom.csv
46298,Long Beach,CA,44,475870.6667,475687.3333,475720.3333,476933.3333,478145.0,479735.6667,481859.3333,485573.0,491071.0,495943.0,499596.6667,datasets/LBhvi_2bedroom.csv
46298,Long Beach,CA,44,648051.6667,647179.3333,646603.3333,647143.0,648373.0,650964.0,649060.0,648352.0,649207.3333,653945.3333,657643.3333,datasets/LBhvi_3bedroom.csv
46298,Long Beach,CA,44,749516.6667,747830.3333,747016.6667,746953.0,749199.0,752364.3333,749998.3333,749282.0,749735.0,755699.0,759652.0,datasets/LBhvi_4bedroom.csv
46298,Long Beach,CA,43,867028.3333,867317.6667,868033.0,871478.6667,875895.0,882400.3333,888190.0,894773.3333,902023.6667,908066.0,912182.0,datasets/LBhvi_5BedroomOrMore.csv
