address,price,details
25+15th+Pl+UNIT+703,"$780,000","3 bds 2 ba 1,310 sqft"
6245+E+Emerald+Cove+Dr,"$179,000","2 bds 2 ba 1,440 sqft"
3595+Santa+Fe+Ave+#+101,"$524,500","3 bds 2 ba 1,600 sqft"
343+Orizaba+Ave+UNIT+C,"Est. $425,665",2 bds 2 ba 901 sqft
342+Salta+Verde+Point,"$2,075,888","3 bds 3 ba 2,560 sqft"
784+Redondo+Ave,$--,"4 bds 3 ba 3,808 sqft"
1415+E+Ocean+Blvd+APT+202,"$799,000","2 bds 2 ba 1,648 sqft"
1816+Montair+Ave,"Est. $777,413","3 bds 2 ba 1,641 sqft"
1415+E+4th+St+APT+14,"$379,500",1 bd1 ba 731 sqft
2838+Albury+Ave,"Est. $662,987","3 bds 2 ba 1,300 sqft"
3115+Shipway+Ave,"Est. $927,376","4 bds 2 ba 1,383 sqft"
1444+E+Appleton+St,"Est. $698,780","2 bds 1 ba 1,104 sqft"
6226+E+Sea+Breeze+Dr+#+80,"$63,000",2 bds 1 ba 640 sqft
6112+Corsica+Cir,"$2,500,000","3 bds 3 ba 2,778 sqft"
3691+Cortner+Ave,"Est. $611,893","3 bds 2 ba 1,608 sqft"
6207+E+Emerald+Cove+Dr+#+54,"$248,900","2 bds 2 ba 1,447 sqft"
419+E+Smith+St,$--,"3 bds 1 ba 1,020 sqft"
3638+E+Ocean+Blvd,"$2,650,000","7 bds 5 ba 4,050 sqft"
388+E+Ocean+Blvd+UNIT+402,"$435,900",1 bd1 ba 600 sqft
6260+Beachcomber+Dr+#+289,"$194,000","3 bds 2 ba 1,080 sqft"
300+E+4th+St+UNIT+407,"Est. $556,296","2 bds 3 ba 1,340 sqft"
3910+Elm+Ave,"$725,000","10,497 sqft lot"
411+W+Seaside+Way+UNIT+903,"$898,000","2 bds 2 ba 1,410 sqft"
5530+E+Parkcrest+St,"Est. $573,504",2 bds 1 ba 936 sqft
25+15th+Pl+UNIT+705,"$699,990",2 bds 2 ba 990 sqft
400+W+Ocean+Blvd+#+1404,"$775,000","2 bds 2 ba 1,660 sqft"
437+Newport+Ave,"$1,649,999","9 bds 7 ba 4,605 sqft"
1174+E+Ocean+Blvd+UNIT+18,"$849,500","2 bds 1 ba 1,018 sqft"
525+E+Seaside+Way+UNIT+405,"$610,000","2 bds 2 ba 1,218 sqft"
725+Coronado+Ave+UNIT+109,"Est. $376,811",2 bds 2 ba 838 sqft
525+E+Seaside+Way+UNIT+1109,"$768,000","2 bds 2 ba 1,313 sqft"
2412+Gale+Ave,"Est. $395,599",3 bds 1 ba 781 sqft
52+E+Market+St,"$345,000",1 bd1 ba 576 sqft
6226+E+Golden+Sands+Dr+#+199,"$259,900","2 bds 2 ba 1,456 sqft"
22+W+Mountain+View+St,"$929,900","7 bds 4 ba 2,600 sqft"
388+E+Ocean+Blvd+UNIT+P10,"$1,150,000","2 bds 3 ba 1,930 sqft"
3921+Lees+Ave,"Est. $672,846","3 bds 2 ba 1,269 sqft"
1431+E+Hellman+St,"$999,999","7 bds 5 ba 3,411 sqft"
1750+E+Ocean+Blvd+UNIT+407,"Est. $636,739",1 bd1 ba 853 sqft
1450+Peterson+Ave,"Est. $629,613","4 bds 2 ba 1,475 sqft"
700+E+Ocean+Blvd+UNIT+2205,"$824,900","2 bds 2 ba 1,080 sqft"
2729+Iroquois+Ave,"Est. $620,138","3 bds 1 ba 1,343 sqft"
3623+E+11th+St,"Est. $503,145",2 bds 1 ba 852 sqft
700+E+Ocean+Blvd+UNIT+2308,"$849,000","3 bds 2 ba 1,260 sqft"
2114+Nipomo+Ave,"Est. $806,017","4 bds 3 ba 2,253 sqft"
1000+E+Ocean+Blvd+UNIT+305,"$1,250,000","3 bds 2 ba 1,409 sqft"
5723+E+Mezzanine+Way,"Est. $647,227","3 bds 1 ba 1,031 sqft"
178+W+67th+Way,"$505,000",3 bds 1 ba 966 sqft
3438+Adriatic+Ave,"$429,995",2 bds 1 ba 819 sqft
1717+E+Artesia+Blvd,"$469,000","1 bd1 ba 1,258 sqft"
388+E+Ocean+Blvd+UNIT+1601,"Est. $587,350",2 bds 2 ba 960 sqft
1358+Gundry+Ave,"Est. $520,948","5 bds 2 ba 1,206 sqft"
10+N+Alboni+Pl+#+8,"Est. $437,801","2 bds 1 ba 1,209 sqft"
5431+E+29th+St,"Est. $653,488","3 bds 2 ba 1,253 sqft"
455+E+Ocean+Blvd+APT+401,"$489,000",1 bd1 ba 981 sqft
Ave,"$625,000","4 bds 2 ba 1,848 sqft"
1117+N+Nylic+Ct,"$767,238","4 bds 4 ba 2,406 sqft"
1171+E+Claiborne+Dr,"Est. $931,286","3 bds 2 ba 1,755 sqft"
3452+Elm+Ave+UNIT+203,"Est. $261,718",1 bd1 ba 717 sqft
1009+Gardenia+Ave,"$795,000","4 bds 4 ba 2,460 sqft"
1404+E+1st+St+APT+8,"Est. $304,866",1 bd1 ba 657 sqft
2049+Orange+Ave,"$899,900","3 bds 2 ba 3,424 sqft"
3141+Chatwin+Ave,"Est. $677,603","3 bds 2 ba 1,384 sqft"
6348+E+Marita+St,"Est. $780,032","3 bds 2 ba 1,676 sqft"
388+E+Ocean+Blvd+UNIT+102,"$600,000",2 bds 2 ba 990 sqft
2154+Pacific+Ave,"$750,888","3 bds 3 ba 2,600 sqft"
1505+Hile+Ave,"Est. $416,589",1 bd1 ba 616 sqft
2027+E+Appleton+St+UNIT+11,"Est. $435,869",2 bds 1 ba 984 sqft
3101+E+2nd+St+UNIT+1A,"Est. $532,767",2 bds 1 ba 980 sqft
835+Locust+Ave+UNIT+323,"Est. $625,506","1 bd1 ba 1,697 sqft"
133+The+Promenade+N+UNIT+404,"$575,000","1 bd2 ba 1,077 sqft"
6273+E+Emerald+Cove+Dr+#+282,"$234,000","3 bds 2 ba 1,360 sqft"
433+Pine+Ave+UNIT+301,"$539,000","Studio1 ba 1,280 sqft"
63+65th+Pl,"$2,399,000","5 bds 6 ba 4,000 sqft"
8170+E+Topia+St,"Est. $640,346","3 bds 2 ba 1,462 sqft"
388+E+Ocean+Blvd+UNIT+301,"$529,000",2 bds 2 ba 960 sqft
850+E+Ocean+Blvd+UNIT+503,"$899,000","2 bds 2 ba 1,377 sqft"
448+N+Bellflower+Blvd+UNIT+103,"$359,000",1 bd1 ba 693 sqft
847+Junipero+Ave,"Est. $682,839","4 bds 1 ba 1,743 sqft"
433+Pine+Ave+UNIT+204,"$478,400","Studio1 ba 1,082 sqft"
637+E+4th+St+UNIT+A,"$639,000","1 bd2 ba 1,421 sqft"
273+E+Del+Amo+Blvd,"$510,000",2 bds 1 ba 700 sqft
6247+E+Golden+Sands+Dr+#184,"$209,900",2 bds 2 ba 900 sqft
8024+Dorado+Cir,"$939,990","4 bds 3 ba 2,527 sqft"
4424+Gaviota+Ave,"Est. $637,372","3 bds 2 ba 1,885 sqft"
1067+Stanley+Ave,"Est. $559,775","3 bds 2 ba 1,298 sqft"
5836+E+Marita+St,"Est. $756,853","3 bds 1 ba 1,600 sqft"
5585+E+Pacific+Coast+Hwy+UNIT+314,"$310,000",1 bd1 ba 597 sqft
3520+Kemble+Ave,"Est. $643,036","3 bds 2 ba 1,120 sqft"
6120+Marina+Pacifica+Dr+S,"$439,500",Studio1 ba 787 sqft
525+E+Seaside+Way+UNIT+402,"Est. $391,456",1 bd1 ba 622 sqft
3121+Long+Beach+Blvd,"$294,000","7,688 sqft lot"
3595+Santa+Fe+Ave+#+51,"$514,500","3 bds 2 ba 1,600 sqft"
1521+Locust+Ave+APT+3,"Est. $360,753","2 bds 2 ba 1,064 sqft"
6065+Gundry+Ave,"Est. $445,530",2 bds 1 ba 915 sqft
6259+California+Ave,"Est. $531,779","4 bds 2 ba 1,464 sqft"
1750+E+Ocean+Blvd+UNIT+404,"$529,900",1 bd1 ba 632 sqft
1720+E+1st+St+APT+1,"$4,450,000","4 bds 3 ba 8,926 sqft"
488+E+Ocean+Blvd+UNIT+1701,"$649,000",2 bds 2 ba 960 sqft
224+Rivo+Alto+Canal,"$4,000,000","5,619 sqft lot"
2121+Shipway+Ave,"Est. $811,178","4 bds 2 ba 2,209 sqft"
850+E+Ocean+Blvd+APT+607,"$999,900","3 bds 3 ba 1,788 sqft"
5444+Olive+Ave,"Est. $467,228","3 bds 2 ba 1,110 sqft"
228+E+68th+St,"Est. $400,120","2 bds 1 ba 1,144 sqft"
1935+Golden+Ave,"Est. $525,207","2 bds 2 ba 1,156 sqft"
3622+Pacific+Ave,"Est. $1,010,947","6 bds 5 ba 3,243 sqft"
1360+Orange+Ave,"Est. $496,247",Studio-- ba 924 sqft
4199+E+Ransom+St,"$1,349,000","3 bds 3 ba 4,560 sqft"
429+Magnolia+Ave,"$1,490,000","5 bds 3 ba 4,032 sqft"
8019+Dorado+Cir,"$935,990","4 bds 3 ba 2,527 sqft"
8034+Dorado+Cir,"$897,990+","4 bds 4 ba 2,465 sqft"
5865+E+Mezzanine+Way,"Est. $755,688","4 bds 2 ba 1,883 sqft"
1960+W+Burnett+St,"Est. $499,031","3 bds 2 ba 1,188 sqft"
535+W+4th+St+APT+212,"Est. $260,336",1 bd1 ba 552 sqft
935+Elm+Ave,"$989,000","4 bds 4 ba 3,344 sqft"
6550+E+Brittain+St,"Est. $749,017","4 bds 2 ba 1,903 sqft"
6841+E+Septimo+St,"Est. $854,077","3 bds 2 ba 1,907 sqft"
5802+E+Gossamer+St,"Est. $842,250","4 bds 3 ba 2,548 sqft"
525+E+Seaside+Way+UNIT+709,"$739,000","2 bds 2 ba 1,399 sqft"
3535+Falcon+Ave,$--,2 bds 1 ba 850 sqft
3829+Hackett+Ave,"Est. $853,941","5 bds 2 ba 2,510 sqft"
1513+E+Broadway,"$1,350,000","5 bds 5 ba 2,474 sqft"
6425+E+El+Paseo+St,"Est. $726,814","3 bds 2 ba 1,552 sqft"
100+W+5th+St+UNIT+7E,"$649,000","1 bd1 ba 1,244 sqft"
327+Chestnut+Ave+APT+204,"Est. $395,063","2 bds 2 ba 1,010 sqft"
5585+E+Pacific+Coast+Hwy+UNIT+209,"$310,000",1 bd1 ba 597 sqft
3113+Atlantic+Ave+UNIT+31,"$436,178","2 bds 3 ba 1,233 sqft"
6700+Gale+Ave,"Est. $493,558","3 bds 2 ba 1,466 sqft"
205+E+Bort+St,"$432,444",2 bds 1 ba 816 sqft
1206+Gladys+Ave,"$2,450,000","2 bds 2 ba 7,680 sqft"
3400+Gale+Ave,"Est. $508,361","4 bds 2 ba 1,345 sqft"
335+Cedar+Ave+UNIT+402,"$309,000",1 bd1 ba 617 sqft
2559+Cedar+Ave,"Est. $782,688","4 bds 3 ba 2,449 sqft"
315+W+3rd+St+UNIT+605,"$649,950","1 bd1 ba 1,284 sqft"
1372+Lewis+Ave,"$849,900","5 bds 3 ba 1,904 sqft"
5493+E+29th+St,"Est. $692,934","3 bds 2 ba 1,438 sqft"
27+66th+Pl,"$1,775,000","3 bds 4 ba 2,463 sqft"
1215+Orizaba+Ave,"$1,389,000","9 bds 9 ba 4,700 sqft"
1000+E+Ocean+Blvd+UNIT+203,"$1,089,000","3 bds 2 ba 1,510 sqft"
731+Junipero+Ave,"Est. $630,136","2 bds 1 ba 1,162 sqft"
30+Belmont+Ave,"$2,700,000","3 bds 2 ba 4,096 sqft"
1371+Granada+Ave,"Est. $745,216","2 bds 1 ba 1,364 sqft"
3408+E+64th+St,"Est. $531,119","4 bds 2 ba 1,551 sqft"
1518+E+3rd+St,"$7,495,000","3 bds 2 ba 16,428 sqft"
5313+Marina+Pacifica+Dr+S,"$549,900",1 bd2 ba 980 sqft
1439+Locust+Ave,"Est. $435,163","3 bds 1 ba 1,344 sqft"
5961+E+Walton+St,"Est. $735,871","4 bds 2 ba 1,633 sqft"
3320+E+8th+St,"$1,200,000","4 bds 4 ba 2,940 sqft"
3595+Santa+Fe+Ave+#+88,"$524,500","3 bds 2 ba 1,600 sqft"
8042+Dorado+Cir,"$1,034,990+","4 bds 4 ba 2,901 sqft"
100+Atlantic+Ave+APT+1115,"$299,000",Studio1 ba 490 sqft
349+E+Smith+St,"Est. $567,308","4 bds 2 ba 1,816 sqft"
433+Pine+Ave+UNIT+406,"$604,900",1 bd1 ba 954 sqft
850+E+Ocean+Blvd+UNIT+405,"$895,000","2 bds 2 ba 1,399 sqft"
477+E+Sunset+St,$--,1 bd1 ba 500 sqft
5104+Marina+Pacifica+Dr+S,"$412,500",Studio1 ba 701 sqft
1467+Obispo+Ave+APT+5,"Est. $257,878",1 bd1 ba 570 sqft
486+Walnut+Ave,"Est. $876,524","5 bds 3 ba 2,189 sqft"
1187+E+3rd+St+UNIT+211,"Est. $417,398","2 bds 2 ba 1,039 sqft"
841+Gardenia+Ave+APT+305,"Est. $256,234",1 bd1 ba 540 sqft
57+W+Arbor+St,"Est. $606,058","3 bds 2 ba 1,585 sqft"
2316+Tulane+Ave,"Est. $801,197","3 bds 2 ba 1,951 sqft"
3811+Marber+Ave,"Est. $690,857","4 bds 2 ba 1,718 sqft"
2816+E+56th+St,$--,"3 bds 2 ba 1,406 sqft"
411+W+Seaside+Way+UNIT+1901,"$949,000","2 bds 2 ba 1,330 sqft"
1510+Stanley+Ave,"Est. $493,265",2 bds 1 ba 863 sqft
2730+Rodloy+Ave,"Est. $503,361","4 bds 2 ba 1,285 sqft"
1741+Rose+Ave,"Est. $495,811",2 bds 1 ba 752 sqft
1934+Locust+Ave,"Est. $609,047","3 bds 2 ba 1,408 sqft"
1947+Daisy+Ave,"$849,000","2 bds 3 ba 1,552 sqft"
433+Pine+Ave+UNIT+302,"$539,000","Studio1 ba 1,228 sqft"
1837+Lime+Ave,"Est. $508,041",3 bds 1 ba 989 sqft
1116+Belmont+Ave+#+A,"Est. $1,056,348","5 bds 3 ba 2,571 sqft"
3595+Santa+Fe+Ave+#182,"$504,500","3 bds 2 ba 1,600 sqft"
224+E+67th+Way,"$650,000","5 bds 2 ba 1,926 sqft"
394+Coronado+Ave,"$4,225,000","5 bds 4 ba 8,688 sqft"
3260+Chestnut+Ave,"Est. $730,549","3 bds 2 ba 1,784 sqft"
1380+Bennett+Ave,"Est. $630,171","2 bds 1 ba 1,017 sqft"
5708+Malaga+Pl,"Est. $1,173,927","5 bds 3 ba 2,927 sqft"
2125+W+29th+St,"Est. $495,917","3 bds 2 ba 1,649 sqft"
2361+Tevis+Ave,"Est. $738,525","3 bds 2 ba 1,645 sqft"
1775+Ohio+Ave+UNIT+207,"Est. $387,850","2 bds 2 ba 1,019 sqft"
3440+Walnut+Ave,"Est. $638,221","2 bds 1 ba 1,099 sqft"
1524+Henderson+Ave,"$1,298,000","4 bds 4 ba 4,636 sqft"
2063+Atlantic+Ave,"Est. $583,042","3 bds 2 ba 1,750 sqft"
174+E+67th+St,"Est. $549,712","3 bds 2 ba 1,707 sqft"
6541+Walnut+Ave,"Est. $457,926","2 bds 1 ba 1,088 sqft"
0+Parade,"$300,000","5,431 sqft lot"
1403+Locust+Ave,"Est. $604,723","2 bds 2 ba 1,457 sqft"
1408+Walnut+Ave,"$954,900","6 bds 4 ba 3,538 sqft"
5501+Lemon+Ave,"Est. $512,282","3 bds 2 ba 1,227 sqft"
1310+E+Ocean+Blvd+UNIT+1005,"$725,000",1 bd1 ba 990 sqft
5703+E+Belen+St,"Est. $663,266","3 bds 1 ba 1,386 sqft"
1115+E+Artesia+Blvd,"$335,000","6,207 sqft lot"
2408+Linden+Ave,"Est. $609,258","3 bds 2 ba 1,564 sqft"
645+Pacific+Ave+UNIT+212,"Est. $421,553",2 bds 2 ba 988 sqft
206+E+68th+St,"$1,550,000",8 bds 6 ba -- sqft
8032+Dorado+Cir,"$899,990+","4 bds 3 ba 2,527 sqft"
1865+Lemon+Ave,"$690,000","6 bds 3 ba 3,504 sqft"
7135+Eastondale+Ave,"Est. $504,267","4 bds 2 ba 1,300 sqft"
388+E+Ocean+Blvd+UNIT+212,"Est. $598,161","2 bds 2 ba 1,040 sqft"
8016+Dorado+Cir,"$899,990+","4 bds 3 ba 2,527 sqft"
30+W+Harcourt+St,"Est. $534,374","3 bds 2 ba 1,438 sqft"
1330+E+Michelson+St,"Est. $520,484","3 bds 2 ba 1,148 sqft"
224+E+67th+Way+#+1,"$650,000","5 bds 2 ba 1,926 sqft"
224+E+67th+Way+#+2,"$650,000","5 bds 2 ba 1,926 sqft"
416+W+Burnett+St+APT+1-4,"$1,100,000","4 bds 4 ba 2,355 sqft"
1524+E+3rd+St,"$3,400,000","5 bds 6 ba 9,044 sqft"
645+Chestnut+Ave+APT+315,"Est. $387,828",2 bds 2 ba 867 sqft
3595+Santa+Fe+Ave+#+53,"$514,500","3 bds 2 ba 1,600 sqft"
1310+E+Ocean+Blvd+UNIT+903,"$699,900",1 bd1 ba 960 sqft
55+W+Arbor+St+#+57,"$747,382","3 bds 2 ba 1,585 sqft"
2320+Delta+Ave,"Est. $521,233","2 bds 1 ba 1,386 sqft"
114+W+Market+St,"Est. $681,500","4 bds 4 ba 2,216 sqft"
2528+E+17th+St,"Est. $480,511",2 bds 1 ba 808 sqft
1000+E+Ocean+Blvd+UNIT+306,"$1,100,000","3 bds 2 ba 1,409 sqft"
1927+Caspian+Ave,"$1,200,000","3 bds 3 ba 3,036 sqft"
43+E+Plymouth+St,"Est. $629,919","4 bds 3 ba 1,738 sqft"
0+Long+Beach+Blvd,"$294,000",348 sqft lot
3322+Elm+Ave,"Est. $370,777",2 bds 2 ba 977 sqft
2240+Delta+Ave,"Est. $493,765",3 bds 1 ba 999 sqft
1415+Locust+Ave,"$1,499,000","8 bds 4 ba 3,833 sqft"
4910+Oregon+Ave,"Est. $636,961","4 bds 3 ba 1,800 sqft"
6974+Long+Beach+Blvd,"$6,425,000","3 bds 2 ba 17,703 sqft"
1315+W+21st+St,"Est. $657,357","3 bds 3 ba 1,899 sqft"
6441+Indiana+Ave,"Est. $535,203","3 bds 1 ba 1,321 sqft"
2391+Fashion+Ave,"Est. $460,063","2 bds 1 ba 1,162 sqft"
3166+San+Francisco+Ave,"Est. $554,339",3 bds 1 ba 996 sqft
134+W+Plymouth+St,"Est. $546,823","4 bds 2 ba 1,578 sqft"
1140+E+Ocean+Blvd+UNIT+210,"Est. $444,641",1 bd1 ba 732 sqft
444+E+Norton+St,"Est. $499,708","3 bds -- ba 1,238 sqft"
5535+Ackerfield+Ave+UNIT+44,"Est. $233,543",1 bd1 ba 671 sqft
8015+Dorado+Cir,"$899,990+","4 bds 3 ba 2,527 sqft"
3318+Elm+Ave,"Est. $370,210",2 bds 3 ba 979 sqft
206+1/2+E+68th+St,"$1,550,000","8 bds 6 ba 3,372 sqft"
2017+W+Jeanette+Pl,$--,"3 bds 2 ba 1,210 sqft"
6170+Coke+Ave,"Est. $563,285","3 bds 2 ba 1,219 sqft"
1974+Daisy+Ave,"Est. $608,640","3 bds 1 ba 1,519 sqft"
2620+Fashion+Ave,"Est. $721,844","4 bds 2 ba 2,466 sqft"
5825+Jaymills+Ave,"Est. $471,552",2 bds 1 ba 833 sqft
3221+E+Curry+St,"Est. $576,675","4 bds 2 ba 1,332 sqft"
940+Martin+Luther+King+Jr+Ave,"$460,000","2,992 sqft lot"
3309+N+Crest+Dr,"Est. $407,200","2 bds 2 ba 1,100 sqft"
2101+E+63rd+St,"Est. $459,389",2 bds 1 ba 864 sqft
1041+E+66th+Way,"Est. $682,898","6 bds 3 ba 2,342 sqft"
51+W+Harcourt+St,"Est. $509,889","3 bds 2 ba 1,474 sqft"
1631+E+10th+St,"Est. $678,165","2 bds 3 ba 1,540 sqft"
3231+E+Janice+St,"Est. $552,170","4 bds 2 ba 1,200 sqft"
1310+E+Ocean+Blvd+UNIT+603,"$649,000",1 bd1 ba 960 sqft
7062+Olive+Ave,"Est. $446,786",2 bds 1 ba 905 sqft
5462+Atlantic+Ave,"$990,000","4 bds 4 ba 2,926 sqft"
5933+Lemon+Ave,"Est. $465,847","2 bds 2 ba 1,164 sqft"
6460+Brayton+Ave,"Est. $532,607","3 bds 2 ba 1,475 sqft"
324+W+7th+St,"$1,195,000","1 bd1 ba 2,808 sqft"
1133+Ohio+Ave,"$2,495,000","2 bds 2 ba 6,120 sqft"
435+Daisy+Ave,"Est. $953,422","2 bds 4 ba 2,770 sqft"
2701+Adriatic+Ave,"Est. $546,514","4 bds 2 ba 1,693 sqft"
1940+Henderson+Ave,"Est. $824,839","4 bds 4 ba 2,732 sqft"
6648+Gale+Ave,"Est. $481,647","3 bds 1 ba 1,099 sqft"
1012+E+10th+St,"$640,000","7,514 sqft lot"
2514+Adriatic+Ave,"Est. $512,896","3 bds 2 ba 1,347 sqft"
2333+Caspian+Ave,"Est. $687,612","5 bds 2 ba 2,459 sqft"
4935+Locust+Ave,"Est. $500,764","2 bds 1 ba 1,242 sqft"
6568+Gundry+Ave,"Est. $539,136","3 bds 1 ba 1,704 sqft"
1058+E+70th+Way,"Est. $448,040",2 bds 1 ba 900 sqft
3076+Gale+Ave,"Est. $449,278",2 bds 1 ba 889 sqft
401+W+31st+St,"Est. $618,842","3 bds 2 ba 1,191 sqft"
1410+E+60th+St,"Est. $574,698","2 bds 2 ba 1,599 sqft"
6890+Long+Beach+Blvd,"$590,000",0.36 acres lot
1733+W+29th+St,"Est. $521,749","3 bds 1 ba 1,683 sqft"
2408+And+2410+Linden+Ave,"$748,681",-- bds -- ba -- sqft
5828+Falcon+Ave,"Est. $460,283",2 bds 1 ba 980 sqft
2190+W+17th+St,"$800,000","9,134 sqft lot"
1081+E+66th+Way,"Est. $506,706","3 bds 1 ba 1,144 sqft"
84+W+Pleasant+St,"Est. $460,471",2 bds 1 ba 796 sqft
774+Obispo+Ave,"$1,489,000","9 bds 5 ba 4,191 sqft"
1941+Daisy+Ave,"$849,000","2 bds 3 ba 1,552 sqft"
1901+Pacific+Ave,"$570,000","8,150 sqft lot"
259+E+Ellis+St,"Est. $515,769","4 bds 1 ba 1,670 sqft"
6761+Delta+Ave,"Est. $411,045",2 bds 1 ba 861 sqft
1232+E+Washington+St,"Est. $495,972",2 bds 1 ba 916 sqft
115+W+4th+St+UNIT+206,"Est. $594,496","-- bds 1 ba 1,136 sqft"
3358+Elm+Ave+#+22,"Est. $376,880",2 bds 2 ba 977 sqft
1020+E+10th+St,"$640,000","7,509 sqft lot"
1941+&+1947+Daisy+Ave,"$849,000",1 bd1 ba -- sqft
1826+N+Palmer+Ct,$--,"Studio-- ba 5,882 sqft"
1600+Orizaba+Ave,"$2,800,000","Studio-- ba 6,543 sqft"
6341+Coronado+Ave,"$589,900","3 bds 2 ba 1,200 sqft"
259+E+52nd+St,"$369,900",2 bds 2 ba 650 sqft
5925+Orange+Ave,"$475,000","3 bds 2 ba 1,250 sqft"
8115+Marina+Pacifica+Dr+N,"Est. $385,335",Studio-- ba 650 sqft
2135+E+4th+St+APT+302,"Est. $450,874","2 bds 2 ba 1,111 sqft"
