,address,price,details,zipcode,lat,lng,zpid,link
639,1100 E 3rd St APT 103,"$2,495/m","1 bd1 ba 1,220 sqft",90802,33.770001,-118.177857,82749778,https://www.zillow.com/homedetails/1100-E-3rd-St-APT-103-Long-Beach-CA-90802/82749778_zpid/
640,75 Granada Ave APT D,"$1,900/m",Studio1 ba 350 sqft,90803,33.757665,-118.138118,2115750394,https://www.zillow.com/homedetails/75-Granada-Ave-APT-D-Long-Beach-CA-90803/2115750394_zpid/
641,2126 E 1st St,"$3,795/m","3 bds 2 ba 2,250 sqft",90803,33.764822,-118.165692,2081793194,https://www.zillow.com/homedetails/2126-E-1st-St-Long-Beach-CA-90803/2081793194_zpid/
642,4119 E Ocean Blvd APT 5,"$1,350/m",Studio1 ba 400 sqft,90803,33.759448,-118.144876,2081793524,https://www.zillow.com/homedetails/4119-E-Ocean-Blvd-APT-5-Long-Beach-CA-90803/2081793524_zpid/
645,Gladys Ave,"$1,500/m",1 bd1 ba 700 sqft,90804,33.78986,-118.15785,2082012578,https://www.zillow.com/homedetails/Gladys-Ave-Long-Beach-CA-90804/2082012578_zpid/
646,231 Belmont Ave APT 10,"$1,395/m",Studio1 ba 400 sqft,90803,33.764671,-118.145128,2081799334,https://www.zillow.com/homedetails/231-Belmont-Ave-APT-10-Long-Beach-CA-90803/2081799334_zpid/
647,618 Newport Ave # B,"$1,395/m",Studio1 ba 400 sqft,90814,33.773924,-118.150997,2088782181,https://www.zillow.com/homedetails/618-Newport-Ave-B-Long-Beach-CA-90814/2088782181_zpid/
650,4112 E 7th St APT G,"$1,995/m",2 bds 2 ba 800 sqft,90804,33.775042,-118.144383,2125859755,https://www.zillow.com/homedetails/4112-E-7th-St-APT-G-Long-Beach-CA-90804/2125859755_zpid/
651,2722 E 3rd St,"$1,395/m",1 bd1 ba -- sqft,90814,33.76779,-118.159971,2109895664,https://www.zillow.com/homedetails/2722-E-3rd-St-Long-Beach-CA-90814/2109895664_zpid/
652,3050 E 5th St,"$1,650/m",2 bds 1 ba -- sqft,90814,33.772344,-118.155589,2113950770,https://www.zillow.com/homedetails/3050-E-5th-St-Long-Beach-CA-90814/2113950770_zpid/
653,1260 E 4th St APT 6,"$1,750/m",2 bds 2 ba 905 sqft,90802,33.771423,-118.174762,21237856,https://www.zillow.com/homedetails/1260-E-4th-St-APT-6-Long-Beach-CA-90802/21237856_zpid/
654,310 Redondo Ave APT 105,"$2,375/m","2 bds 2.5 ba 1,000 sqft",90814,33.768518,-118.152083,2082019531,https://www.zillow.com/homedetails/310-Redondo-Ave-APT-105-Long-Beach-CA-90814/2082019531_zpid/
655,280 Molino Ave UNIT 305,"$1,695/m",1 bd1 ba 768 sqft,90803,33.767172,-118.160275,21229924,https://www.zillow.com/homedetails/280-Molino-Ave-UNIT-305-Long-Beach-CA-90803/21229924_zpid/
656,4781 E Pacific Coast Hwy,"$2,200/m",2 bds 1 ba 800 sqft,90804,33.786587,-118.137163,21200988,https://www.zillow.com/homedetails/4781-E-Pacific-Coast-Hwy-Long-Beach-CA-90804/21200988_zpid/
657,4588 N Banner Dr APT 4,"$1,400/m",1 bd1 ba -- sqft,90807,33.842029,-118.174498,2081809578,https://www.zillow.com/homedetails/4588-N-Banner-Dr-APT-4-Long-Beach-CA-90807/2081809578_zpid/
658,455 Rose Ave APT 7,"$1,995/m",2 bds 1 ba 825 sqft,90802,33.772729,-118.17013,2081809810,https://www.zillow.com/homedetails/455-Rose-Ave-APT-7-Long-Beach-CA-90802/2081809810_zpid/
659,1015 E Appleton St APT 1,"$1,600/m",1 bd1 ba -- sqft,90802,33.769768,-118.179695,2081810497,https://www.zillow.com/homedetails/1015-E-Appleton-St-APT-1-Long-Beach-CA-90802/2081810497_zpid/
660,2163 Earl Ave # 2159,"$2,150/m",2 bds 1 ba 750 sqft,90806,33.796474,-118.19159,2083671132,https://www.zillow.com/homedetails/2163-Earl-Ave-2159-Long-Beach-CA-90806/2083671132_zpid/
661,3520 Elm Ave APT 9,"$1,950/m",2 bds 1 ba -- sqft,90807,33.820874,-118.187528,2116067346,https://www.zillow.com/homedetails/3520-Elm-Ave-APT-9-Long-Beach-CA-90807/2116067346_zpid/
662,2102 Earl Ave,"$1,900/m",2 bds 2 ba 950 sqft,90806,33.795341,-118.191595,2081819551,https://www.zillow.com/homedetails/2102-Earl-Ave-Long-Beach-CA-90806/2081819551_zpid/
663,2104 Earl Ave,"$2,000/m",2 bds 2 ba 950 sqft,90806,33.795378,-118.191595,2081819552,https://www.zillow.com/homedetails/2104-Earl-Ave-Long-Beach-CA-90806/2081819552_zpid/
664,2106 Earl Ave,"$1,900/m",2 bds 2 ba 950 sqft,90806,33.795416,-118.191595,2081819553,https://www.zillow.com/homedetails/2106-Earl-Ave-Long-Beach-CA-90806/2081819553_zpid/
665,165 Covina Ave APT 4,"$2,295/m",2 bds 1 ba 900 sqft,90803,33.758914,-118.134728,2105719365,https://www.zillow.com/homedetails/165-Covina-Ave-APT-4-Long-Beach-CA-90803/2105719365_zpid/
666,1607 Molino Ave APT B,"$2,975/m","3 bds 2 ba 1,250 sqft",90804,33.787646,-118.161446,2081821637,https://www.zillow.com/homedetails/1607-Molino-Ave-APT-B-Long-Beach-CA-90804/2081821637_zpid/
668,1505 E 11th St APT 09,"$1,799/m",2 bds 2 ba -- sqft,90813,33.781006,-118.172743,2081823027,https://www.zillow.com/homedetails/1505-E-11th-St-APT-09-Long-Beach-CA-90813/2081823027_zpid/
669,314 E 8th St # 8007217,"$1,795/m",2 bds 1 ba 874 sqft,90813,33.776369,-118.188941,2081824008,https://www.zillow.com/homedetails/314-E-8th-St-8007217-Long-Beach-CA-90813/2081824008_zpid/
670,3220 E 2nd St 3220-a # 8007309,"$3,895/m",3 bds 2 ba -- sqft,90803,33.763527,-118.154128,2081823996,https://www.zillow.com/homedetails/3220-E-2nd-St-3220-a-8007309-Long-Beach-CA-90803/2081823996_zpid/
672,1019 Lewis Ave APT 2,"$1,950/m",2 bds 1 ba 800 sqft,90813,33.779357,-118.179859,2099581529,https://www.zillow.com/homedetails/1019-Lewis-Ave-APT-2-Long-Beach-CA-90813/2099581529_zpid/
673,Vista Del Golfo,"$7,500/m","4 bds 3 ba 2,738 sqft",90803,33.75102,-118.12086,2081826129,https://www.zillow.com/homedetails/Vista-Del-Golfo-Long-Beach-CA-90803/2081826129_zpid/
674,508 E 6th St # 6492251,"$1,250/m",Studio1 ba -- sqft,90802,33.773992,-118.186162,2088304047,https://www.zillow.com/homedetails/508-E-6th-St-6492251-Long-Beach-CA-90802/2088304047_zpid/
675,2025 Cedar Ave APT 6,"$1,525/m",2 bds 1 ba -- sqft,90806,33.794054,-118.195106,2115033324,https://www.zillow.com/homedetails/2025-Cedar-Ave-APT-6-Long-Beach-CA-90806/2115033324_zpid/
676,727 E 7th St APT 201,"$1,375/m",1 bd1 ba -- sqft,90813,33.77558,-118.182924,2086583776,https://www.zillow.com/homedetails/727-E-7th-St-APT-201-Long-Beach-CA-90813/2086583776_zpid/
678,1740 N Stanton Pl APT 7,"$2,295/m",2 bds 2 ba 950 sqft,90804,33.788877,-118.164321,2082754758,https://www.zillow.com/homedetails/1740-N-Stanton-Pl-APT-7-Long-Beach-CA-90804/2082754758_zpid/
679,2111 E 7th Street  2111 E 7th St,"$1,395+ ",1 bd,90804,33.775634,-118.166316,2082021068,https://www.zillow.com/homedetails/2111-E-7th-St-APT-7-Long-Beach-CA-90804/2082021068_zpid/
680,2111 E 7th Street  2111 E 7th St,"$1,395+ ",1 bd,90804,33.775634,-118.166316,2082021068,https://www.zillow.com/homedetails/2111-E-7th-St-APT-7-Long-Beach-CA-90804/2082021068_zpid/
681,5975 Myrtle Ave,"$1,795/m",2 bds 1 ba 950 sqft,90805,33.863241,-118.182311,21151124,https://www.zillow.com/homedetails/5975-Myrtle-Ave-Long-Beach-CA-90805/21151124_zpid/
682,2225 San Anseline Ave APT 6,"$2,350/m",2 bds 1 ba -- sqft,90815,33.796902,-118.121722,2102832345,https://www.zillow.com/homedetails/2225-San-Anseline-Ave-APT-6-Long-Beach-CA-90815/2102832345_zpid/
683,5201 E Anaheim Rd APT 7,"$2,650/m",3 bds 1.5 ba -- sqft,90815,33.784503,-118.131797,2105815608,https://www.zillow.com/homedetails/5201-E-Anaheim-Rd-APT-7-Long-Beach-CA-90815/2105815608_zpid/
684,5505 Ackerfield Ave APT 212,"$2,100/m",2 bds 2 ba 904 sqft,90805,33.856577,-118.163245,87800352,https://www.zillow.com/homedetails/5505-Ackerfield-Ave-APT-212-Long-Beach-CA-90805/87800352_zpid/
685,5135 N Via Veranada,"$1,650/m",2 bds 1 ba 700 sqft,90805,33.84977,-118.184255,2125196290,https://www.zillow.com/homedetails/5135-N-Via-Veranada-Long-Beach-CA-90805/2125196290_zpid/
686,1959 Chestnut Ave APT 309,"$2,126/m",2 bds 2 ba 860 sqft,90806,33.792852,-118.196731,2111874672,https://www.zillow.com/homedetails/1959-Chestnut-Ave-APT-309-Long-Beach-CA-90806/2111874672_zpid/
687,1750 E Ocean Blvd,"$2,250+ ",1 bd,90802,33.764354,-118.171144,21232553,https://www.zillow.com/homedetails/1750-E-Ocean-Blvd-Long-Beach-CA-90802/21232553_zpid/
688,3634 E 5th St,"$3,900/m","4 bds 2 ba 1,442 sqft",90814,33.77235,-118.149397,21222794,https://www.zillow.com/homedetails/3634-E-5th-St-Long-Beach-CA-90814/21222794_zpid/
690,1746 E 10th St APT 6,"$1,850/m",2 bds 1 ba -- sqft,90813,33.778826,-118.170069,2081842386,https://www.zillow.com/homedetails/1746-E-10th-St-APT-6-Long-Beach-CA-90813/2081842386_zpid/
691,1060 Walnut Ave APT 301,"$1,350/m",Studio1 ba 550 sqft,90813,33.780257,-118.171672,2081842779,https://www.zillow.com/homedetails/1060-Walnut-Ave-APT-301-Long-Beach-CA-90813/2081842779_zpid/
693,100 W 5th St UNIT 3F,"$2,950/m","1 bd1 ba 1,244 sqft",90802,33.772673,-118.192761,21240132,https://www.zillow.com/homedetails/100-W-5th-St-UNIT-3F-Long-Beach-CA-90802/21240132_zpid/
694,640 Elm Ave APT 24,"$1,395/m",1 bd1 ba 703 sqft,90802,33.774953,-118.187285,21237031,https://www.zillow.com/homedetails/640-Elm-Ave-APT-24-Long-Beach-CA-90802/21237031_zpid/
695,92 E Louise St,"$1,700/m",2 bds 1 ba 740 sqft,90805,33.854862,-118.194002,21152757,https://www.zillow.com/homedetails/92-E-Louise-St-Long-Beach-CA-90805/21152757_zpid/
696,271 Corona Ave APT 3,"$1,575/m",1 bd1 ba 625 sqft,90803,33.76377,-118.132472,2081847147,https://www.zillow.com/homedetails/271-Corona-Ave-APT-3-Long-Beach-CA-90803/2081847147_zpid/
697,125 Cherry Ave,"$1,845+ ",1 bd,90802,33.766268,-118.168369,2094967187,https://www.zillow.com/homedetails/125-Cherry-Ave-Long-Beach-CA-90802/2094967187_zpid/
698,1857 Atlantic Ave,"$2,350/m","2 bds 2 ba 1,037 sqft",90806,33.791221,-118.185371,21196206,https://www.zillow.com/homedetails/1857-Atlantic-Ave-Long-Beach-CA-90806/21196206_zpid/
699,830 Temple Avenue 830 Temple Ave # 7989583,"$2,500/m","2 bds 1 ba 1,000 sqft",90804,33.777784,-118.15861,2081848757,https://www.zillow.com/homedetails/830-Temple-Avenue-830-Temple-Ave-7989583-Long-Beach-CA-90804/2081848757_zpid/
701,116 Bennett Ave,"$3,195+ ",2 bds ,90803,33.760483,-118.14277,21224675,https://www.zillow.com/homedetails/116-Bennett-Ave-Long-Beach-CA-90803/21224675_zpid/
702,1125 E Carson St APT 7,"$1,550/m",1 bd1 ba -- sqft,90807,33.832779,-118.178153,2090816216,https://www.zillow.com/homedetails/1125-E-Carson-St-APT-7-Long-Beach-CA-90807/2090816216_zpid/
703,1022 Ohio Ave,"$2,800/m","3 bds 2 ba 1,700 sqft",90804,33.77945,-118.160036,2091108114,https://www.zillow.com/homedetails/1022-Ohio-Ave-Long-Beach-CA-90804/2091108114_zpid/
704,45 W Bort St APT 4,"$1,595/m",2 bds 1 ba 800 sqft,90805,33.870719,-118.202751,2115618248,https://www.zillow.com/homedetails/45-W-Bort-St-APT-4-Long-Beach-CA-90805/2115618248_zpid/
705,1050 Gladys Ave APT 6,"$1,895/m",2 bds 2 ba -- sqft,90804,33.779941,-118.157517,2081850084,https://www.zillow.com/homedetails/1050-Gladys-Ave-APT-6-Long-Beach-CA-90804/2081850084_zpid/
706,2701 E 10th St,"$2,095/m",2 bds 1 ba 750 sqft,90804,33.779172,-118.159849,21228344,https://www.zillow.com/homedetails/2701-E-10th-St-Long-Beach-CA-90804/21228344_zpid/
707,1620 Gundry Ave APT B,"$1,695/m",3 bds 1 ba 900 sqft,90813,33.787657,-118.173896,2111683665,https://www.zillow.com/homedetails/1620-Gundry-Ave-APT-B-Long-Beach-CA-90813/2111683665_zpid/
708,55 Ximeno Ave APT B,"$1,575/m",1 bd1 ba -- sqft,90803,33.759312,-118.143112,2081853277,https://www.zillow.com/homedetails/55-Ximeno-Ave-APT-B-Long-Beach-CA-90803/2081853277_zpid/
709,1102 Dawson Ave APT 1,"$1,050/m",Studio1 ba -- sqft,90804,33.78093,-118.165152,2097188018,https://www.zillow.com/homedetails/1102-Dawson-Ave-APT-1-Long-Beach-CA-90804/2097188018_zpid/
710,4471 Atlantic Ave APT 2,"$1,595/m",2 bds 1 ba 756 sqft,90807,33.839314,-118.185469,2094531365,https://www.zillow.com/homedetails/4471-Atlantic-Ave-APT-2-Long-Beach-CA-90807/2094531365_zpid/
711,1430 Cherry Ave APT 9,"$1,050/m",1 bd1 ba -- sqft,90813,33.785291,-118.167293,2096883929,https://www.zillow.com/homedetails/1430-Cherry-Ave-APT-9-Long-Beach-CA-90813/2096883929_zpid/
712,241 Redondo Ave APT 24,"$1,425/m",1 bd1 ba -- sqft,90803,33.762502,-118.152365,2085610074,https://www.zillow.com/homedetails/241-Redondo-Ave-APT-24-Long-Beach-CA-90803/2085610074_zpid/
713,3700 E Ocean Blvd APT 4,"$1,850/m",1 bd1 ba -- sqft,90803,33.760404,-118.149525,2081856135,https://www.zillow.com/homedetails/3700-E-Ocean-Blvd-APT-4-Long-Beach-CA-90803/2081856135_zpid/
716,624 W 5th St APT 05,"$1,195/m",Studio1 ba -- sqft,90802,33.772532,-118.200079,2100974019,https://www.zillow.com/homedetails/624-W-5th-St-APT-05-Long-Beach-CA-90802/2100974019_zpid/
718,Westland @ Pacific,"$1,700/m",2 bds 1 ba 816 sqft,90813,33.786515,-118.194128,2083304855,https://www.zillow.com/homedetails/1557-Pacific-Ave-77-08-Long-Beach-CA-90813/2083304855_zpid/
719,45 62nd Pl,"$4,200 2"," bds $8,000 4 bds ",90803,33.748913,-118.122739,21217449,https://www.zillow.com/homedetails/45-62nd-Pl-Long-Beach-CA-90803/21217449_zpid/
720,5452 Linden Ave,"$3,117/m","4 bds 2 ba 1,700 sqft",90805,33.855332,-118.185946,2081863535,https://www.zillow.com/homedetails/5452-Linden-Ave-Long-Beach-CA-90805/2081863535_zpid/
721,1241 E Broadway,"$1,695/m",1 bd1 ba 750 sqft,90802,33.768542,-118.175893,2086193205,https://www.zillow.com/homedetails/1241-E-Broadway-Long-Beach-CA-90802/2086193205_zpid/
722,5210 E Daggett St,"$3,500/m","4 bds 2 ba 1,514 sqft",90815,33.789602,-118.130972,21203530,https://www.zillow.com/homedetails/5210-E-Daggett-St-Long-Beach-CA-90815/21203530_zpid/
724,525 E Seaside Way UNIT 502,"$2,195/m",1 bd1 ba 622 sqft,90802,33.765906,-118.188603,21238706,https://www.zillow.com/homedetails/525-E-Seaside-Way-UNIT-502-Long-Beach-CA-90802/21238706_zpid/
725,309 La Jolla St,"$4,450/m","3 bds 2.5 ba 2,325 sqft",90803,33.767197,-118.12149,21218467,https://www.zillow.com/homedetails/309-La-Jolla-St-Long-Beach-CA-90803/21218467_zpid/
727,362 Redondo Ave APT 5,"$2,550/m","3 bds 2 ba 1,695 sqft",90814,33.77044,-118.152072,2081869959,https://www.zillow.com/homedetails/362-Redondo-Ave-APT-5-Long-Beach-CA-90814/2081869959_zpid/
728,513 E Broadway # 519,"$2,395/m","2 bds 1 ba 1,100 sqft",90802,33.769515,-118.185914,2099047932,https://www.zillow.com/homedetails/513-E-Broadway-519-Long-Beach-CA-90802/2099047932_zpid/
729,2230 E Ocean Blvd,"$3,000/m",2 bds 2 ba -- sqft,90803,33.763506,-118.165623,2101637915,https://www.zillow.com/homedetails/2230-E-Ocean-Blvd-Long-Beach-CA-90803/2101637915_zpid/
730,4308 E Vermont St,"$2,250/m",2 bds 1 ba -- sqft,90814,33.770523,-118.142391,2085172818,https://www.zillow.com/homedetails/4308-E-Vermont-St-Long-Beach-CA-90814/2085172818_zpid/
731,1633 1/2 E 4th St,"$2,500/m","2 bds 2 ba 1,000 sqft",90802,33.771999,-118.171233,2081878022,https://www.zillow.com/homedetails/1633-1-2-E-4th-St-Long-Beach-CA-90802/2081878022_zpid/
733,4422 Linden Ave APT 4,"$1,675/m",2 bds 1 ba 850 sqft,90807,33.837207,-118.186398,2093802802,https://www.zillow.com/homedetails/4422-Linden-Ave-APT-4-Long-Beach-CA-90807/2093802802_zpid/
734,840 Cedar Ave,"$1,525/m",1 bd1 ba 669 sqft,90813,33.777369,-118.194679,2104904663,https://www.zillow.com/homedetails/840-Cedar-Ave-Long-Beach-CA-90813/2104904663_zpid/
735,507 E 17th St,"$2,450/m","3 bds 1 ba 1,100 sqft",90813,33.788223,-118.186368,21235459,https://www.zillow.com/homedetails/507-E-17th-St-Long-Beach-CA-90813/21235459_zpid/
736,5915 California Ave,"$1,750/m",1 bd1 ba 558 sqft,90805,33.862478,-118.18132,21151164,https://www.zillow.com/homedetails/5915-California-Ave-Long-Beach-CA-90805/21151164_zpid/
737,1516 E 5th St APT B,"$2,395/m",2 bds 2 ba -- sqft,90802,33.772455,-118.172674,2081881205,https://www.zillow.com/homedetails/1516-E-5th-St-APT-B-Long-Beach-CA-90802/2081881205_zpid/
738,282 Cherry Ave,"$1,725/m",1 bd1 ba -- sqft,90802,33.768478,-118.167362,2092028167,https://www.zillow.com/homedetails/282-Cherry-Ave-Long-Beach-CA-90802/2092028167_zpid/
739,345 E 20th St APT 8,"$1,295/m",1 bd1 ba 550 sqft,90806,33.793966,-118.188175,2081883478,https://www.zillow.com/homedetails/345-E-20th-St-APT-8-Long-Beach-CA-90806/2081883478_zpid/
740,930 Freeman Ave APT 1,"$1,695/m",1 bd1 ba 800 sqft,90804,33.778341,-118.155678,2081885950,https://www.zillow.com/homedetails/930-Freeman-Ave-APT-1-Long-Beach-CA-90804/2081885950_zpid/
741,1929 E Appleton St APT 1,"$1,700/m",1 bd1 ba 600 sqft,90802,33.768251,-118.168083,2081888808,https://www.zillow.com/homedetails/1929-E-Appleton-St-APT-1-Long-Beach-CA-90802/2081888808_zpid/
742,761 N Rancho Dr,"$4,995/m","3 bds 2.5 ba 2,273 sqft",90815,33.776106,-118.10661,21212382,https://www.zillow.com/homedetails/761-N-Rancho-Dr-Long-Beach-CA-90815/21212382_zpid/
743,1371 Warren Ave APT 2,"$1,500/m",1 bd1 ba 632 sqft,90813,33.783899,-118.17555,2081891068,https://www.zillow.com/homedetails/1371-Warren-Ave-APT-2-Long-Beach-CA-90813/2081891068_zpid/
744,2318 Marwick Ave,"$3,800/m","5 bds 2 ba 1,796 sqft",90815,33.799686,-118.121919,21204748,https://www.zillow.com/homedetails/2318-Marwick-Ave-Long-Beach-CA-90815/21204748_zpid/
745,448 N Bellflower Blvd,"$2,600/m","2 bds 2 ba 1,028 sqft",90814,33.771612,-118.120025,2108412386,https://www.zillow.com/homedetails/448-N-Bellflower-Blvd-Long-Beach-CA-90814/2108412386_zpid/
746,167 E 67th St,"$2,100/m","2 bds 2 ba 1,747 sqft",90805,33.876244,-118.201169,21243323,https://www.zillow.com/homedetails/167-E-67th-St-Long-Beach-CA-90805/21243323_zpid/
747,1712 E 1st St APT 10,"$1,525/m",1 bd1 ba 700 sqft,90802,33.76572,-118.171495,2081895769,https://www.zillow.com/homedetails/1712-E-1st-St-APT-10-Long-Beach-CA-90802/2081895769_zpid/
749,1167 Daisy Ave APT 09,"$1,350/m",1 bd1 ba -- sqft,90813,33.781451,-118.199703,2081901231,https://www.zillow.com/homedetails/1167-Daisy-Ave-APT-09-Long-Beach-CA-90813/2081901231_zpid/
750,1136 Orizaba Ave APT 4,"$1,695/m",2 bds 1 ba -- sqft,90804,33.781485,-118.156453,2081906405,https://www.zillow.com/homedetails/1136-Orizaba-Ave-APT-4-Long-Beach-CA-90804/2081906405_zpid/
751,626 Locust Ave APT 1,"$1,695/m",2 bds 1 ba 800 sqft,90802,33.774753,-118.190695,2121724797,https://www.zillow.com/homedetails/626-Locust-Ave-APT-1-Long-Beach-CA-90802/2121724797_zpid/
753,146 Corinthian Walk,"$3,000/m","2 bds 2 ba 1,086 sqft",90803,33.754037,-118.122467,21215958,https://www.zillow.com/homedetails/146-Corinthian-Walk-Long-Beach-CA-90803/21215958_zpid/
754,1709 Lewis Ave APT 5,"$1,200/m",1 bd1 ba -- sqft,90813,33.788365,-118.179906,2082295325,https://www.zillow.com/homedetails/1709-Lewis-Ave-APT-5-Long-Beach-CA-90813/2082295325_zpid/
755,730 W 4th St UNIT 116,"$2,295/m",2 bds 2 ba 957 sqft,90802,33.771309,-118.201475,21239574,https://www.zillow.com/homedetails/730-W-4th-St-UNIT-116-Long-Beach-CA-90802/21239574_zpid/
757,311 Junipero Ave APT 3,"$2,295/m",2 bds 1 ba 850 sqft,90814,33.769052,-118.165503,2096213447,https://www.zillow.com/homedetails/311-Junipero-Ave-APT-3-Long-Beach-CA-90814/2096213447_zpid/
758,1135 Dawson Ave APT 6,"$1,295/m",Studio1 ba 390 sqft,90804,33.781482,-118.16578,2083107936,https://www.zillow.com/homedetails/1135-Dawson-Ave-APT-6-Long-Beach-CA-90804/2083107936_zpid/
759,1059 Gladys Ave APT 8,"$1,225/m",1 bd1 ba -- sqft,90804,33.780084,-118.158162,2081912501,https://www.zillow.com/homedetails/1059-Gladys-Ave-APT-8-Long-Beach-CA-90804/2081912501_zpid/
760,415 N Virginia Ct,"$1,350+ ",1 bd,90802,33.772025,-118.197263,2118361027,https://www.zillow.com/homedetails/415-N-Virginia-Ct-Long-Beach-CA-90802/2118361027_zpid/
761,219 1/2 E 10th St,"$2,475/m",3 bds 1 ba 850 sqft,90813,33.779106,-118.190639,2092025142,https://www.zillow.com/homedetails/219-1-2-E-10th-St-Long-Beach-CA-90813/2092025142_zpid/
762,1543 Cherry Ave,"$1,495/m",Studio1 ba 600 sqft,90813,33.787167,-118.16795,2091616859,https://www.zillow.com/homedetails/1543-Cherry-Ave-Long-Beach-CA-90813/2091616859_zpid/
763,244 E Del Amo Blvd # A,"$1,350/m",Studio1 ba -- sqft,90805,33.846591,-118.190705,2081917155,https://www.zillow.com/homedetails/244-E-Del-Amo-Blvd-A-Long-Beach-CA-90805/2081917155_zpid/
764,3221 E Wilton St APT 3,"$1,400/m",1 bd1 ba -- sqft,90804,33.78758,-118.154334,2097776167,https://www.zillow.com/homedetails/3221-E-Wilton-St-APT-3-Long-Beach-CA-90804/2097776167_zpid/
765,625 Magnolia Ave,"$1,350/m",1 bd1 ba 650 sqft,90802,33.774748,-118.198429,2101432075,https://www.zillow.com/homedetails/625-Magnolia-Ave-Long-Beach-CA-90802/2101432075_zpid/
766,743 Saint Louis Ave APT 6,"$1,999/m",2 bds 2 ba 975 sqft,90804,33.776263,-118.166884,2081921774,https://www.zillow.com/homedetails/743-Saint-Louis-Ave-APT-6-Long-Beach-CA-90804/2081921774_zpid/
767,29 Kennebec Ave,"$4,500/m","3 bds 2 ba 1,498 sqft",90803,33.76466,-118.164917,21230418,https://www.zillow.com/homedetails/29-Kennebec-Ave-Long-Beach-CA-90803/21230418_zpid/
768,776 Freeman Ave,"$2,100/m","2 bds 2.5 ba 1,200 sqft",90804,33.776722,-118.155353,21226152,https://www.zillow.com/homedetails/776-Freeman-Ave-Long-Beach-CA-90804/21226152_zpid/
769,2720 E South St APT 2,"$1,575/m",1 bd1 ba 600 sqft,90805,33.859907,-118.159216,2081926893,https://www.zillow.com/homedetails/2720-E-South-St-APT-2-Long-Beach-CA-90805/2081926893_zpid/
770,1617 Freeman Ave APT 7,"$1,395/m",1 bd1 ba 600 sqft,90804,33.787479,-118.155975,2114332765,https://www.zillow.com/homedetails/1617-Freeman-Ave-APT-7-Long-Beach-CA-90804/2114332765_zpid/
771,767 Euclid Ave APT 2,"$1,995/m",2 bds 1 ba 770 sqft,90804,33.776586,-118.149457,2082057512,https://www.zillow.com/homedetails/767-Euclid-Ave-APT-2-Long-Beach-CA-90804/2082057512_zpid/
773,43 Park Ave,"$5,950/m","3 bds 3 ba 2,000 sqft",90803,33.757995,-118.140499,21224776,https://www.zillow.com/homedetails/43-Park-Ave-Long-Beach-CA-90803/21224776_zpid/
775,275 Esperanza Ave APT 203,"$2,500/m","2 bds 2 ba 1,258 sqft",90802,33.769562,-118.17508,21238021,https://www.zillow.com/homedetails/275-Esperanza-Ave-APT-203-Long-Beach-CA-90802/21238021_zpid/
776,314 Hermosa Ave APT 7,"$1,995/m",2 bds 1.5 ba 851 sqft,90802,33.769773,-118.168977,2111054981,https://www.zillow.com/homedetails/314-Hermosa-Ave-APT-7-Long-Beach-CA-90802/2111054981_zpid/
777,643 E 7th St,"$1,175 S","tudio$1,300 1 bd",90813,33.775648,-118.1839,2081931805,https://www.zillow.com/homedetails/643-E-7th-St-Long-Beach-CA-90813/2081931805_zpid/
778,700 E 5th St- Donnee,"$1,295+ ",1 bd,90802,33.759351,-118.205717,2081931897,https://www.zillow.com/homedetails/700-E-5th-St-Donnee-6-Long-Beach-CA-90802/2081931897_zpid/
780,1863 Pine Ave APT 1,"$2,000/m",2 bds 1 ba 850 sqft,90806,33.791243,-118.192752,2081933354,https://www.zillow.com/homedetails/1863-Pine-Ave-APT-1-Long-Beach-CA-90806/2081933354_zpid/
781,100 Mira Mar Ave,"$1,750/m",1 bd1 ba -- sqft,90803,33.761353,-118.146651,2099039491,https://www.zillow.com/homedetails/100-Mira-Mar-Ave-Long-Beach-CA-90803/2099039491_zpid/
782,2261 Pine Ave APT 3,"$1,495/m",1 bd1 ba 650 sqft,90806,33.798277,-118.192922,2081937021,https://www.zillow.com/homedetails/2261-Pine-Ave-APT-3-Long-Beach-CA-90806/2081937021_zpid/
783,1537 Pine Ave,"$1,950/m",3 bds 1.5 ba -- sqft,90813,33.786023,-118.192754,2088517442,https://www.zillow.com/homedetails/1537-Pine-Ave-Long-Beach-CA-90813/2088517442_zpid/
784,436 W 4th St APT 9,"$1,225/m",1 bd1 ba 450 sqft,90802,33.771459,-118.197307,2110119365,https://www.zillow.com/homedetails/436-W-4th-St-APT-9-Long-Beach-CA-90802/2110119365_zpid/
785,1212 E 3rd Street  1212 E 3rd St,"$1,395+ ",1 bd,90802,33.769786,-118.176216,2109529655,https://www.zillow.com/homedetails/1212-E-3rd-St-APT-3-Long-Beach-CA-90802/2109529655_zpid/
787,3737 E 2nd St UNIT 301,"$2,795/m","3 bds 2 ba 1,498 sqft",90803,33.762923,-118.148336,21224103,https://www.zillow.com/homedetails/3737-E-2nd-St-UNIT-301-Long-Beach-CA-90803/21224103_zpid/
788,181 Claremont Ave # A,"$2,495/m","2 bds 1 ba 1,000 sqft",90803,33.75802,-118.131339,2123454424,https://www.zillow.com/homedetails/181-Claremont-Ave-A-Long-Beach-CA-90803/2123454424_zpid/
